country_year,gdp_for_year,country,year,sex,SuiCount,population,SuiRate
Kazakhstan1992,24906939560,Kazakhstan,1992,female,785,7836400,10.0174
Kazakhstan1993,23409027476,Kazakhstan,1993,female,829,7926700,10.4583
Kazakhstan1994,21250839258,Kazakhstan,1994,female,780,7854500,9.9306
Kazakhstan1995,20374307047,Kazakhstan,1995,female,800,7748300,10.3248
Kazakhstan1996,21035357833,Kazakhstan,1996,female,777,7485500,10.3801
Kazakhstan1997,22165932063,Kazakhstan,1997,female,761,7435300,10.235
Kazakhstan1998,22135245413,Kazakhstan,1998,female,729,7208100,10.1136
Kazakhstan1999,16870817135,Kazakhstan,1999,female,663,7172000,9.2443
Kazakhstan2000,18291990619,Kazakhstan,2000,female,746,7170861,10.4032
Kazakhstan2001,22152694162,Kazakhstan,2001,female,658,7173092,9.1732
Kazakhstan2002,24636593223,Kazakhstan,2002,female,678,7175393,9.449
Kazakhstan2003,30833699703,Kazakhstan,2003,female,688,7194691,9.5626
Kazakhstan2004,43151647003,Kazakhstan,2004,female,692,7229228,9.5723
Kazakhstan2005,57123671734,Kazakhstan,2005,female,634,7271570,8.7189
Kazakhstan2006,81003884545,Kazakhstan,2006,female,675,7322123,9.2186
Kazakhstan2007,1.05E+11,Kazakhstan,2007,female,721,7372205,9.78
Kazakhstan2008,1.33E+11,Kazakhstan,2008,female,767,7423151,10.3325
Kazakhstan2009,1.15E+11,Kazakhstan,2009,female,718,7504656,9.5674
Kazakhstan2010,1.48E+11,Kazakhstan,2010,female,645,7673426,8.4056
Kazakhstan2011,1.93E+11,Kazakhstan,2011,female,608,7750225,7.8449
Kazakhstan2012,2.08E+11,Kazakhstan,2012,female,563,7831781,7.1887
Kazakhstan2013,2.37E+11,Kazakhstan,2013,female,675,7928812,8.5133
Kazakhstan2014,2.21E+11,Kazakhstan,2014,female,563,8035694,7.0062
Kazakhstan2015,1.84E+11,Kazakhstan,2015,female,530,8143820,6.508
Kiribati1991,47515189,Kiribati,1991,female,2,31514,6.3464
Kiribati1992,47737955,Kiribati,1992,female,1,32009,3.1241
Kiribati1993,46919625,Kiribati,1993,female,2,32481,6.1574
Kiribati1994,54832578,Kiribati,1994,female,2,32964,6.0672
Kiribati1995,56338028,Kiribati,1995,female,0,33489,0
Kiribati1996,66515377,Kiribati,1996,female,3,34108,8.7956
Kiribati1997,67537480,Kiribati,1997,female,0,34738,0
Kiribati1998,65334841,Kiribati,1998,female,0,35402,0
Kiribati1999,69032258,Kiribati,1999,female,0,36134,0
Kiribati2000,67254174,Kiribati,2000,female,0,36923,0
Kiribati2001,63101272,Kiribati,2001,female,0,37617,0
Kuwait1985,21442619681,Kuwait,1985,female,3,618700,0.4849
Kuwait1986,17903681693,Kuwait,1986,female,4,648100,0.6172
Kuwait1987,22365734482,Kuwait,1987,female,5,679100,0.7363
Kuwait1993,23941391391,Kuwait,1993,female,6,537500,1.1163
Kuwait1994,24848483838,Kuwait,1994,female,12,541900,2.2144
Kuwait1995,27191689008,Kuwait,1995,female,5,564200,0.8862
Kuwait1996,31493987642,Kuwait,1996,female,11,585400,1.8791
Kuwait1997,30354434553,Kuwait,1997,female,17,603700,2.816
Kuwait1998,25941929462,Kuwait,1998,female,15,701642,2.1378
Kuwait1999,30121879435,Kuwait,1999,female,13,726400,1.7896
Kuwait2000,37711864407,Kuwait,2000,female,14,751141,1.8638
Kuwait2001,34890772742,Kuwait,2001,female,5,788333,0.6342
Kuwait2002,38137545245,Kuwait,2002,female,11,838024,1.3126
Kuwait2003,47875838926,Kuwait,2003,female,14,781093,1.7924
Kuwait2004,59440108585,Kuwait,2004,female,17,799018,2.1276
Kuwait2005,80797945205,Kuwait,2005,female,11,827139,1.3299
Kuwait2006,1.02E+11,Kuwait,2006,female,11,874924,1.2573
Kuwait2007,1.15E+11,Kuwait,2007,female,14,1121150,1.2487
Kuwait2008,1.47E+11,Kuwait,2008,female,14,1246716,1.123
Kuwait2009,1.06E+11,Kuwait,2009,female,21,1168051,1.7979
Kuwait2010,1.15E+11,Kuwait,2010,female,13,1277638,1.0175
Kuwait2011,1.54E+11,Kuwait,2011,female,15,1301924,1.1521
Kuwait2012,1.74E+11,Kuwait,2012,female,19,1370969,1.3859
Kuwait2013,1.74E+11,Kuwait,2013,female,13,1395687,0.9314
Kuwait2014,1.63E+11,Kuwait,2014,female,18,1444023,1.2465
Kyrgyzstan1990,2674000000,Kyrgyzstan,1990,female,147,1920800,7.6531
Kyrgyzstan1991,2570833333,Kyrgyzstan,1991,female,133,1948400,6.8261
Kyrgyzstan1992,2316562500,Kyrgyzstan,1992,female,106,1966200,5.3911
Kyrgyzstan1993,2028295455,Kyrgyzstan,1993,female,121,1961300,6.1694
Kyrgyzstan1994,1681006993,Kyrgyzstan,1994,female,88,1963400,4.482
Kyrgyzstan1995,1661018519,Kyrgyzstan,1995,female,138,1990300,6.9336
Kyrgyzstan1996,1827570586,Kyrgyzstan,1996,female,88,2025300,4.345
Kyrgyzstan1997,1767864036,Kyrgyzstan,1997,female,87,2065300,4.2125
Kyrgyzstan1998,1645963750,Kyrgyzstan,1998,female,88,2104200,4.1821
Kyrgyzstan1999,1249062025,Kyrgyzstan,1999,female,99,2184800,4.5313
Kyrgyzstan2000,1369693171,Kyrgyzstan,2000,female,96,2219757,4.3248
Kyrgyzstan2001,1525112242,Kyrgyzstan,2001,female,77,2247827,3.4255
Kyrgyzstan2002,1605640633,Kyrgyzstan,2002,female,100,2270926,4.4035
Kyrgyzstan2003,1919012781,Kyrgyzstan,2003,female,82,2294196,3.5742
Kyrgyzstan2004,2211535312,Kyrgyzstan,2004,female,75,2319808,3.233
Kyrgyzstan2005,2460248026,Kyrgyzstan,2005,female,84,2342413,3.586
Kyrgyzstan2006,2834168889,Kyrgyzstan,2006,female,97,2358627,4.1126
Kyrgyzstan2007,3802566171,Kyrgyzstan,2007,female,116,2370809,4.8928
Kyrgyzstan2008,5139957785,Kyrgyzstan,2008,female,94,2382264,3.9458
Kyrgyzstan2009,4690062255,Kyrgyzstan,2009,female,96,2440897,3.933
Kyrgyzstan2010,4794357795,Kyrgyzstan,2010,female,105,2459943,4.2684
Kyrgyzstan2011,6197766119,Kyrgyzstan,2011,female,108,2476889,4.3603
Kyrgyzstan2012,6605139933,Kyrgyzstan,2012,female,122,2507405,4.8656
Kyrgyzstan2013,7335027592,Kyrgyzstan,2013,female,97,2546971,3.8084
Kyrgyzstan2014,7468096567,Kyrgyzstan,2014,female,103,2588607,3.979
Kyrgyzstan2015,6678178340,Kyrgyzstan,2015,female,90,2637675,3.4121
Latvia1995,5788368511,Latvia,1995,female,199,1281400,15.5299
Latvia1996,5970044666,Latvia,1996,female,181,1275300,14.1927
Latvia1997,6525676264,Latvia,1997,female,180,1270100,14.1721
Latvia1998,7174985107,Latvia,1998,female,161,1263700,12.7404
Latvia1999,7533187605,Latvia,1999,female,170,1257700,13.5167
Latvia2000,7937758980,Latvia,2000,female,152,1231238,12.3453
Latvia2001,8350252966,Latvia,2001,female,137,1216273,11.2639
Latvia2002,9546441564,Latvia,2002,female,149,1202812,12.3876
Latvia2003,11748433157,Latvia,2003,female,122,1190504,10.2478
Latvia2004,14373269156,Latvia,2004,female,106,1176197,9.0121
Latvia2005,16922504045,Latvia,2005,female,119,1162467,10.2368
Latvia2006,21447021570,Latvia,2006,female,80,1150136,6.9557
Latvia2007,30901399261,Latvia,2007,female,95,1137981,8.3481
Latvia2008,35596016664,Latvia,2008,female,100,1123835,8.8981
Latvia2009,26169854045,Latvia,2009,female,100,1105335,9.047
Latvia2010,23757368290,Latvia,2010,female,62,1084378,5.7176
Latvia2011,28223552825,Latvia,2011,female,75,1066473,7.0325
Latvia2012,28119996053,Latvia,2012,female,73,1053575,6.9288
Latvia2013,30254677297,Latvia,2013,female,61,1042154,5.8533
Latvia2014,31335013752,Latvia,2014,female,71,1031287,6.8846
Latvia2015,26972863394,Latvia,2015,female,81,1020425,7.9379
Lithuania1995,7870782261,Lithuania,1995,female,306,1801623,16.9847
Lithuania1996,8385109020,Lithuania,1996,female,334,1797385,18.5826
Lithuania1997,10120274493,Lithuania,1997,female,284,1793519,15.8348
Lithuania1998,11240360898,Lithuania,1998,female,268,1788120,14.9878
Lithuania1999,10972878636,Lithuania,1999,female,265,1780538,14.8831
Lithuania2000,11539211480,Lithuania,2000,female,314,1772419,17.7159
Lithuania2001,12252498921,Lithuania,2001,female,278,1762927,15.7692
Lithuania2002,14278357284,Lithuania,2002,female,242,1754027,13.7968
Lithuania2003,18802576988,Lithuania,2003,female,256,1744500,14.6747
Lithuania2004,22649930576,Lithuania,2004,female,256,1729047,14.8058
Lithuania2005,26125575942,Lithuania,2005,female,235,1705193,13.7814
Lithuania2006,30216060233,Lithuania,2006,female,196,1681937,11.6532
Lithuania2007,39738180077,Lithuania,2007,female,177,1664090,10.6364
Lithuania2008,47850551149,Lithuania,2008,female,193,1647209,11.7168
Lithuania2009,37440673478,Lithuania,2009,female,186,1629588,11.4139
Lithuania2010,37120517694,Lithuania,2010,female,189,1596518,11.8383
Lithuania2011,43476873413,Lithuania,2011,female,201,1560470,12.8807
Lithuania2012,42848195256,Lithuania,2012,female,174,1538559,11.3093
Lithuania2013,46417340375,Lithuania,2013,female,198,1521634,13.0123
Lithuania2014,48516371721,Lithuania,2014,female,161,1507700,10.6785
Lithuania2015,41508609233,Lithuania,2015,female,169,1493405,11.3164
Lithuania2016,42773029835,Lithuania,2016,female,129,1341184,9.6184
Luxembourg1985,4738559685,Luxembourg,1985,female,16,177800,8.9989
Luxembourg1986,6921264132,Luxembourg,1986,female,14,178400,7.8475
Luxembourg1987,8614215559,Luxembourg,1987,female,29,179900,16.1201
Luxembourg1988,9750161053,Luxembourg,1988,female,17,181200,9.3819
Luxembourg1989,10391504709,Luxembourg,1989,female,19,182400,10.4167
Luxembourg1990,13229247948,Luxembourg,1990,female,21,183800,11.4255
Luxembourg1991,14321878795,Luxembourg,1991,female,23,185300,12.4123
Luxembourg1992,16065740778,Luxembourg,1992,female,30,187500,16
Luxembourg1993,16486900187,Luxembourg,1993,female,16,189800,8.4299
Luxembourg1994,18325791415,Luxembourg,1994,female,13,192500,6.7532
Luxembourg1995,21588170498,Luxembourg,1995,female,18,195200,9.2213
Luxembourg1996,21776609772,Luxembourg,1996,female,19,198100,9.5911
Luxembourg1997,19731912494,Luxembourg,1997,female,21,200500,10.4738
Luxembourg1998,20209122027,Luxembourg,1998,female,16,202969,7.883
Luxembourg1999,22235929043,Luxembourg,1999,female,21,205728,10.2077
Luxembourg2000,21263514833,Luxembourg,2000,female,15,208844,7.1824
Luxembourg2001,21272418792,Luxembourg,2001,female,23,210560,10.9233
Luxembourg2002,23616328816,Luxembourg,2002,female,22,212607,10.3477
Luxembourg2003,29557325056,Luxembourg,2003,female,8,215220,3.7171
Luxembourg2004,34685281848,Luxembourg,2004,female,17,218164,7.7923
Luxembourg2005,37347394603,Luxembourg,2005,female,10,221635,4.5119
Luxembourg2006,42414308117,Luxembourg,2006,female,18,225320,7.9886
Luxembourg2007,50888134410,Luxembourg,2007,female,25,228792,10.927
Luxembourg2008,55849686539,Luxembourg,2008,female,8,232706,3.4378
Luxembourg2009,51370543206,Luxembourg,2009,female,12,236760,5.0684
Luxembourg2010,53212476812,Luxembourg,2010,female,11,240811,4.5679
Luxembourg2011,60004630234,Luxembourg,2011,female,18,245722,7.3254
Luxembourg2012,56677961787,Luxembourg,2012,female,12,251233,4.7764
Luxembourg2013,61739352212,Luxembourg,2013,female,16,256679,6.2335
Luxembourg2014,66327344189,Luxembourg,2014,female,15,262502,5.7142
Luxembourg2015,57784495265,Luxembourg,2015,female,19,268532,7.0755
Macau1994,6265844252,Macau,1994,female,12,178707,6.7149
Maldives2000,624337145,Maldives,2000,female,0,122358,0
Maldives2001,870179739,Maldives,2001,female,1,125377,0.7976
Maldives2002,897031250,Maldives,2002,female,1,128226,0.7799
Maldives2003,1052121055,Maldives,2003,female,1,130955,0.7636
Maldives2004,1226829563,Maldives,2004,female,1,133600,0.7485
Maldives2005,1163362438,Maldives,2005,female,0,136196,0
Maldives2007,1868383461,Maldives,2007,female,2,141185,1.4166
Maldives2008,2271646188,Maldives,2008,female,0,143697,0
Maldives2010,2588176055,Maldives,2010,female,0,148879,0
Maldives2011,2774351760,Maldives,2011,female,0,151504,0
Malta1985,1117835286,Malta,1985,female,0,158400,0
Malta1986,1435079200,Malta,1986,female,1,160700,0.6223
Malta1987,1751247763,Malta,1987,female,0,161600,0
Malta1988,2019474244,Malta,1988,female,1,163200,0.6127
Malta1989,2118574772,Malta,1989,female,5,164600,3.0377
Malta1990,2547163582,Malta,1990,female,0,166300,0
Malta1991,2750041434,Malta,1991,female,1,168000,0.5952
Malta1992,3021910217,Malta,1992,female,6,169500,3.5398
Malta1993,2709178327,Malta,1993,female,7,171100,4.0912
Malta1994,2998570147,Malta,1994,female,3,173200,1.7321
Malta1995,3439931907,Malta,1995,female,6,174600,3.4364
Malta1996,3570271558,Malta,1996,female,1,176100,0.5679
Malta1997,3705372039,Malta,1997,female,4,177400,2.2548
Malta1998,3923637971,Malta,1998,female,1,178700,0.5596
Malta1999,4127313818,Malta,1999,female,5,179700,2.7824
Malta2000,4306192436,Malta,2000,female,6,183436,3.2709
Malta2001,4331870648,Malta,2001,female,7,187527,3.7328
Malta2002,4689832690,Malta,2002,female,8,189363,4.2247
Malta2003,5456583589,Malta,2003,female,3,190926,1.5713
Malta2004,6062780269,Malta,2004,female,10,192453,5.1961
Malta2005,6394851387,Malta,2005,female,3,193987,1.5465
Malta2006,6757119558,Malta,2006,female,5,194752,2.5674
Malta2007,7880509171,Malta,2007,female,1,195321,0.512
Malta2008,8977149553,Malta,2008,female,2,196458,1.018
Malta2009,8528202278,Malta,2009,female,3,197777,1.5169
Malta2010,8741059603,Malta,2010,female,2,198823,1.0059
Malta2011,9507645260,Malta,2011,female,0,199666,0
Malta2012,9209559296,Malta,2012,female,6,200825,2.9877
Malta2013,10145114180,Malta,2013,female,1,202191,0.4946
Malta2014,11234045376,Malta,2014,female,5,203697,2.4546
Malta2015,10574026838,Malta,2015,female,7,205464,3.4069
Mauritius1985,1080642033,Mauritius,1985,female,36,441600,8.1522
Mauritius1986,1469046115,Mauritius,1986,female,8,449200,1.7809
Mauritius1987,1888754655,Mauritius,1987,female,53,457600,11.5822
Mauritius1988,2143484488,Mauritius,1988,female,56,464900,12.0456
Mauritius1989,2191096860,Mauritius,1989,female,37,470000,7.8723
Mauritius1990,2653480001,Mauritius,1990,female,56,473800,11.8193
Mauritius1991,2856890681,Mauritius,1991,female,43,470500,9.1392
Mauritius1992,3224267548,Mauritius,1992,female,46,474300,9.6985
Mauritius1993,3263368410,Mauritius,1993,female,45,478600,9.4024
Mauritius1994,3558137040,Mauritius,1994,female,22,486500,4.5221
Mauritius1995,4040345933,Mauritius,1995,female,32,491000,6.5173
Mauritius1996,4421943910,Mauritius,1996,female,36,497800,7.2318
Mauritius1997,4187367602,Mauritius,1997,female,20,506100,3.9518
Mauritius1998,4169664285,Mauritius,1998,female,41,513700,7.9813
Mauritius1999,4291172816,Mauritius,1999,female,54,522200,10.3409
Mauritius2000,4582555125,Mauritius,2000,female,30,533800,5.6201
Mauritius2001,4536538211,Mauritius,2001,female,37,540578,6.8445
Mauritius2002,4767303154,Mauritius,2002,female,29,546484,5.3067
Mauritius2003,5609831328,Mauritius,2003,female,24,553099,4.3392
Mauritius2004,6385695187,Mauritius,2004,female,22,558761,3.9373
Mauritius2005,6283803256,Mauritius,2005,female,23,564335,4.0756
Mauritius2006,7028803366,Mauritius,2006,female,29,570301,5.085
Mauritius2007,8150138757,Mauritius,2007,female,30,575526,5.2126
Mauritius2008,9990370016,Mauritius,2008,female,12,581472,2.0637
Mauritius2009,9128843109,Mauritius,2009,female,23,585984,3.925
Mauritius2010,10003670690,Mauritius,2010,female,22,591617,3.7186
Mauritius2011,11518393367,Mauritius,2011,female,23,596187,3.8578
Mauritius2012,11668685524,Mauritius,2012,female,26,600082,4.3327
Mauritius2013,12129642296,Mauritius,2013,female,15,580273,2.585
Mauritius2014,12803445934,Mauritius,2014,female,24,582353,4.1212
Mauritius2015,11692287066,Mauritius,2015,female,26,584173,4.4507
Mauritius2016,12232463656,Mauritius,2016,female,15,504173,2.9752
Mexico1985,1.84E+11,Mexico,1985,female,265,33840000,0.7831
Mexico1986,1.29E+11,Mexico,1986,female,269,34619300,0.777
Mexico1987,1.40E+11,Mexico,1987,female,285,34088100,0.8361
Mexico1988,1.83E+11,Mexico,1988,female,280,34952000,0.8011
Mexico1989,2.23E+11,Mexico,1989,female,285,35825000,0.7955
Mexico1990,2.63E+11,Mexico,1990,female,278,36700900,0.7575
Mexico1991,3.14E+11,Mexico,1991,female,314,37578000,0.8356
Mexico1992,3.64E+11,Mexico,1992,female,338,38081100,0.8876
Mexico1993,5.01E+11,Mexico,1993,female,331,38875500,0.8514
Mexico1994,5.28E+11,Mexico,1994,female,393,39672900,0.9906
Mexico1995,3.60E+11,Mexico,1995,female,443,40473300,1.0945
Mexico1996,4.11E+11,Mexico,1996,female,494,42339570,1.1668
Mexico1997,5.00E+11,Mexico,1997,female,539,43109043,1.2503
Mexico1998,5.27E+11,Mexico,1998,female,510,43846755,1.1631
Mexico1999,6.00E+11,Mexico,1999,female,508,44564365,1.1399
Mexico2000,7.08E+11,Mexico,2000,female,537,45273122,1.1861
Mexico2001,7.57E+11,Mexico,2001,female,672,45948892,1.4625
Mexico2002,7.72E+11,Mexico,2002,female,656,46621484,1.4071
Mexico2003,7.29E+11,Mexico,2003,female,694,47308985,1.467
Mexico2004,7.82E+11,Mexico,2004,female,675,48030275,1.4054
Mexico2005,8.77E+11,Mexico,2005,female,730,48798775,1.4959
Mexico2006,9.75E+11,Mexico,2006,female,709,49677364,1.4272
Mexico2007,1.05E+12,Mexico,2007,female,762,50584998,1.5064
Mexico2008,1.11E+12,Mexico,2008,female,860,51508653,1.6696
Mexico2009,9.00E+11,Mexico,2009,female,966,52430411,1.8424
Mexico2010,1.06E+12,Mexico,2010,female,900,53336733,1.6874
Mexico2011,1.18E+12,Mexico,2011,female,1071,54210107,1.9756
Mexico2012,1.20E+12,Mexico,2012,female,1051,55063134,1.9087
Mexico2013,1.27E+12,Mexico,2013,female,1043,55902257,1.8658
Mexico2014,1.31E+12,Mexico,2014,female,1228,56736919,2.1644
Mexico2015,1.17E+12,Mexico,2015,female,1248,57572745,2.1677
Mongolia2016,11183458131,Mongolia,2016,female,52,1119571,4.6446
Montenegro2000,984297589,Montenegro,2000,female,0,294375,0
Montenegro2001,1159869246,Montenegro,2001,female,0,294375,0
Montenegro2002,1284685051,Montenegro,2002,female,0,294375,0
Montenegro2003,1707710053,Montenegro,2003,female,0,295006,0
Montenegro2004,2073234418,Montenegro,2004,female,0,296190,0
Montenegro2005,2257174481,Montenegro,2005,female,36,297170,12.1143
Montenegro2006,2721904403,Montenegro,2006,female,0,298106,0
Montenegro2007,3680710375,Montenegro,2007,female,32,299228,10.6942
Montenegro2008,4545674528,Montenegro,2008,female,46,300478,15.3089
Montenegro2009,4159330370,Montenegro,2009,female,30,301606,9.9468
Netherlands1985,1.42E+11,Netherlands,1985,female,590,6897600,8.5537
Netherlands1986,1.98E+11,Netherlands,1986,female,606,6938800,8.7335
Netherlands1987,2.42E+11,Netherlands,1987,female,621,6981500,8.8949
Netherlands1988,2.59E+11,Netherlands,1988,female,558,7022600,7.9458
Netherlands1989,2.55E+11,Netherlands,1989,female,567,7061200,8.0298
Netherlands1990,3.14E+11,Netherlands,1990,female,541,7103800,7.6156
Netherlands1991,3.23E+11,Netherlands,1991,female,578,7152900,8.0806
Netherlands1992,3.58E+11,Netherlands,1992,female,546,7203900,7.5792
Netherlands1993,3.49E+11,Netherlands,1993,female,535,7252600,7.3767
Netherlands1994,3.74E+11,Netherlands,1994,female,500,7294900,6.8541
Netherlands1995,4.47E+11,Netherlands,1995,female,511,7333000,6.9685
Netherlands1996,4.46E+11,Netherlands,1996,female,534,7374000,7.2417
Netherlands1997,4.12E+11,Netherlands,1997,female,530,7418400,7.1444
Netherlands1998,4.32E+11,Netherlands,1998,female,517,7465500,6.9252
Netherlands1999,4.42E+11,Netherlands,1999,female,503,7513800,6.6943
Netherlands2000,4.13E+11,Netherlands,2000,female,501,7563123,6.6242
Netherlands2001,4.27E+11,Netherlands,2001,female,464,7613034,6.0948
Netherlands2002,4.65E+11,Netherlands,2002,female,507,7657662,6.6208
Netherlands2003,5.72E+11,Netherlands,2003,female,484,7695747,6.2892
Netherlands2004,6.51E+11,Netherlands,2004,female,492,7729729,6.365
Netherlands2005,6.79E+11,Netherlands,2005,female,500,7760047,6.4433
Netherlands2006,7.27E+11,Netherlands,2006,female,479,7785922,6.1521
Netherlands2007,8.39E+11,Netherlands,2007,female,410,7814372,5.2467
Netherlands2008,9.36E+11,Netherlands,2008,female,448,7852870,5.7049
Netherlands2009,8.58E+11,Netherlands,2009,female,462,7897259,5.8501
Netherlands2010,8.36E+11,Netherlands,2010,female,477,7940767,6.007
Netherlands2011,8.94E+11,Netherlands,2011,female,513,7980218,6.4284
Netherlands2012,8.29E+11,Netherlands,2012,female,570,8013092,7.1134
Netherlands2013,8.67E+11,Netherlands,2013,female,549,8042154,6.8265
Netherlands2014,8.80E+11,Netherlands,2014,female,589,8042154,7.3239
Netherlands2015,7.58E+11,Netherlands,2015,female,591,8114362,7.2834
Netherlands2016,7.77E+11,Netherlands,2016,female,613,7222268,8.4876
New Zealand1985,24950895141,New Zealand,1985,female,83,1528400,5.4305
New Zealand1986,30604668357,New Zealand,1986,female,113,1531900,7.3765
New Zealand1987,40338594862,New Zealand,1987,female,100,1544500,6.4746
New Zealand1988,45493075684,New Zealand,1988,female,103,1550400,6.6434
New Zealand1989,44170562822,New Zealand,1989,female,93,1558500,5.9673
New Zealand1990,45519034244,New Zealand,1990,female,92,1572900,5.8491
New Zealand1991,42756020707,New Zealand,1991,female,94,1635300,5.7482
New Zealand1992,41636005955,New Zealand,1992,female,96,1650100,5.8178
New Zealand1993,46712018141,New Zealand,1993,female,94,1668600,5.6335
New Zealand1994,55154160816,New Zealand,1994,female,103,1691500,6.0893
New Zealand1995,63918039320,New Zealand,1995,female,116,1718500,6.7501
New Zealand1996,70140835299,New Zealand,1996,female,112,1747400,6.4095
New Zealand1997,66074513018,New Zealand,1997,female,121,1766200,6.8509
New Zealand1998,56227696195,New Zealand,1998,female,132,1783000,7.4033
New Zealand1999,58762260626,New Zealand,1999,female,131,1811350,7.2322
New Zealand2000,52622842840,New Zealand,2000,female,83,1826230,4.5449
New Zealand2001,53872425917,New Zealand,2001,female,119,1840190,6.4667
New Zealand2002,66627729311,New Zealand,2002,female,113,1868550,6.0475
New Zealand2003,88250885550,New Zealand,2003,female,141,1901570,7.4149
New Zealand2004,1.04E+11,New Zealand,2004,female,113,1944520,5.8112
New Zealand2005,1.15E+11,New Zealand,2005,female,132,1969610,6.7018
New Zealand2006,1.12E+11,New Zealand,2006,female,139,1996470,6.9623
New Zealand2007,1.37E+11,New Zealand,2007,female,118,2014800,5.8567
New Zealand2008,1.33E+11,New Zealand,2008,female,139,2030310,6.8462
New Zealand2009,1.21E+11,New Zealand,2009,female,118,2049630,5.7571
New Zealand2010,1.47E+11,New Zealand,2010,female,149,2071140,7.1941
New Zealand2011,1.68E+11,New Zealand,2011,female,116,2087520,5.5568
New Zealand2012,1.76E+11,New Zealand,2012,female,145,2101180,6.9009
New Zealand2013,1.91E+11,New Zealand,2013,female,147,2117960,6.9406
Nicaragua2010,8758622329,Nicaragua,2010,female,77,2602471,2.9587
Nicaragua2011,9774316692,Nicaragua,2011,female,93,2638498,3.5247
Nicaragua2012,10532001130,Nicaragua,2012,female,82,2675565,3.0648
Nicaragua2013,10982972256,Nicaragua,2013,female,75,2713298,2.7642
Nicaragua2014,11880438824,Nicaragua,2014,female,70,2750943,2.5446
Nicaragua2015,12611087031,Nicaragua,2015,female,85,2787968,3.0488
Norway1986,78693253276,Norway,1986,female,160,1982600,8.0702
Norway1987,94230055659,Norway,1987,female,163,1991600,8.1844
Norway1988,1.02E+11,Norway,1988,female,198,1999200,9.904
Norway1989,1.03E+11,Norway,1989,female,179,2003900,8.9326
Norway1990,1.20E+11,Norway,1990,female,171,2007600,8.5176
Norway1991,1.22E+11,Norway,1991,female,176,2013600,8.7406
Norway1992,1.31E+11,Norway,1992,female,167,2022200,8.2583
Norway1993,1.21E+11,Norway,1993,female,141,2033000,6.9356
Norway1994,1.27E+11,Norway,1994,female,152,2044700,7.4339
Norway1995,1.52E+11,Norway,1995,female,137,2056400,6.6621
Norway1996,1.64E+11,Norway,1996,female,128,2067500,6.1911
Norway1997,1.61E+11,Norway,1997,female,146,2079300,7.0216
Norway1998,1.54E+11,Norway,1998,female,149,2092200,7.1217
Norway1999,1.62E+11,Norway,1999,female,153,2106569,7.263
Norway2000,1.71E+11,Norway,2000,female,132,2109298,6.258
Norway2001,1.74E+11,Norway,2001,female,138,2131646,6.4739
Norway2002,1.95E+11,Norway,2002,female,132,2145458,6.1525
Norway2003,2.29E+11,Norway,2003,female,128,2159769,5.9266
Norway2004,2.64E+11,Norway,2004,female,170,2173634,7.821
Norway2005,3.09E+11,Norway,2005,female,173,2189247,7.9023
Norway2006,3.45E+11,Norway,2006,female,141,2205537,6.393
Norway2007,4.01E+11,Norway,2007,female,149,2223726,6.7005
Norway2008,4.63E+11,Norway,2008,female,158,2246250,7.0339
Norway2009,3.87E+11,Norway,2009,female,157,2270994,6.9133
Norway2010,4.29E+11,Norway,2010,female,164,2296246,7.1421
Norway2011,4.99E+11,Norway,2011,female,164,2322494,7.0614
Norway2012,5.10E+11,Norway,2012,female,146,2349455,6.2142
Norway2013,5.24E+11,Norway,2013,female,176,2376370,7.4063
Norway2014,4.99E+11,Norway,2014,female,147,2403201,6.1168
Norway2015,3.87E+11,Norway,2015,female,190,2428440,7.824
Oman2009,48388296489,Oman,2009,female,0,1036999,0
Oman2010,58642392718,Oman,2010,female,0,1063959,0
Oman2014,81076723017,Oman,2014,female,0,1235694,0
Panama1985,6541517100,Panama,1985,female,12,932300,1.2871
Panama1986,6797834200,Panama,1986,female,15,952100,1.5755
Panama1987,6827665300,Panama,1987,female,21,972100,2.1603
Panama1988,5902783400,Panama,1988,female,21,1021576,2.0556
Panama1989,5918469800,Panama,1989,female,9,1045811,0.8606
Panama1996,9870494000,Panama,1996,female,15,1227521,1.222
Panama1997,10677286100,Panama,1997,female,21,1254337,1.6742
Panama1998,11575486400,Panama,1998,female,24,1281030,1.8735
Panama1999,12130252200,Panama,1999,female,19,1308069,1.4525
Panama2000,12304115000,Panama,2000,female,19,1335775,1.4224
Panama2001,12502013400,Panama,2001,female,23,1363197,1.6872
Panama2002,12994310400,Panama,2002,female,30,1391925,2.1553
Panama2003,13693981200,Panama,2003,female,21,1421610,1.4772
Panama2004,15013381700,Panama,2004,female,34,1451621,2.3422
Panama2005,16374393900,Panama,2005,female,24,1481520,1.62
Panama2006,18141666300,Panama,2006,female,13,1512148,0.8597
Panama2007,21295984200,Panama,2007,female,21,1542223,1.3617
Panama2008,25155888600,Panama,2008,female,32,1572009,2.0356
Panama2009,27116635600,Panama,2009,female,28,1602015,1.7478
Panama2010,29440287600,Panama,2010,female,21,1632558,1.2863
Panama2011,34686224300,Panama,2011,female,19,1663084,1.1425
Panama2012,40429734400,Panama,2012,female,18,1694247,1.0624
Panama2013,45599994000,Panama,2013,female,13,1725944,0.7532
Panama2014,49921464400,Panama,2014,female,20,1757982,1.1377
Panama2015,54315722500,Panama,2015,female,19,1790195,1.0613
Paraguay1985,2966234106,Paraguay,1985,female,27,1523789,1.7719
